ER34101,ER34901,income_2010,income_2020,above_median_2021,wealth_no_equity,wealth_with_equity,age_head,hh_size,num_children,education,education_years,employment_status,family_structure,race_ethnicity,geography,housing_tenure,monthly_housing_cost,annual_housing_cost,housing_cost_burden,cost_burdened
2541,7137,18428.0,51560.0,0.0,10000,10000,53,2,0,Less than HS,11.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),South,Renter,400.0,4800.0,0.26047319296722377,Not Burdened (<30%)
7655,6598,13450.0,99000.0,1.0,-1798,-1798,24,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Neither,,,,Not Reported
2147,7060,8088.0,35344.0,0.0,0,0,18,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Renter,540.0,6480.0,0.8011869436201781,Cost Burdened (≥30%)
1602,4719,23400.0,264000.0,1.0,1500,1500,29,3,1,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,600.0,7200.0,0.3076923076923077,Cost Burdened (≥30%)
3552,6013,17580.0,0.0,0.0,4000,4001,65,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
975,2013,34000.0,43744.0,0.0,5000,10000,44,4,2,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,625.0,7500.0,0.22058823529411764,Not Burdened (<30%)
7106,6607,35060.0,221000.0,1.0,-64800,-64800,27,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,580.0,6960.0,0.19851682829435255,Not Burdened (<30%)
499,4057,30000.0,9360.0,0.0,500,500,55,1,0,Less than HS,9.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,250.0,3000.0,0.1,Not Burdened (<30%)
1100,4898,8516.0,22284.0,0.0,0,0,39,5,0,HS Diploma,12.0,Other,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,475.0,5700.0,0.6693283231564114,Cost Burdened (≥30%)
43,3943,16950.0,46000.0,0.0,3900,3900,37,5,2,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,675.0,8100.0,0.4778761061946903,Cost Burdened (≥30%)
434,3931,20000.0,35760.0,0.0,0,0,36,1,0,Less than HS,11.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,200.0,2400.0,0.12,Not Burdened (<30%)
379,2135,28000.0,12910.0,0.0,-35500,-35500,34,2,0,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,250.0,3000.0,0.10714285714285714,Not Burdened (<30%)
3452,8470,24233.0,75000.0,1.0,3000,40000,27,3,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,1000.0,12000.0,0.4951925060867412,Cost Burdened (≥30%)
83,8281,14000.0,64888.0,0.0,5000,5000,23,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,200.0,2400.0,0.17142857142857143,Not Burdened (<30%)
177,7533,6300.0,400000.0,1.0,23250,28250,22,3,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,311.0,3732.0,0.5923809523809523,Cost Burdened (≥30%)
2486,1248,17068.0,15732.0,0.0,29600,89600,67,1,0,Bachelor's Degree,15.0,Other,Single/Unpartnered,Black/African American,South,Owner,500.0,6000.0,0.3515350363252871,Cost Burdened (≥30%)
8551,1623,31645.0,23400.0,0.0,-13000,-13000,47,4,1,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,South,Renter,675.0,8100.0,0.25596460736293253,Not Burdened (<30%)
2506,1328,25272.0,0.0,0.0,0,0,45,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,South,Renter,200.0,2400.0,0.0949667616334283,Not Burdened (<30%)
8869,1362,18516.0,110000.0,1.0,2400,2400,21,3,1,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.32404406999351915,Cost Burdened (≥30%)
30,289,34780.0,44227.0,0.0,55000,255000,58,1,0,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Owner,,,,Not Reported
4161,6906,8220.0,0.0,0.0,0,0,73,1,0,Some College / AA,13.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),West,Neither,,,,Not Reported
2211,2271,18118.0,52943.0,0.0,-3350,-3350,48,3,1,Some College / AA,13.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,506.0,6072.0,0.3351363285130809,Cost Burdened (≥30%)
402,2571,33510.0,28944.0,0.0,19000,19000,58,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),West,Neither,,,,Not Reported
6023,1380,33393.0,19164.0,0.0,-600,-600,29,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,1.6666666666666667,20.0,0.0005989279190249453,Not Burdened (<30%)
498,9173,7500.0,45000.0,0.0,100,100,46,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,500.0,6000.0,0.8,Cost Burdened (≥30%)
1257,2951,10938.0,131031.0,1.0,1610000,1710000,66,2,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
2201,4484,25000.0,29600.0,0.0,68000,148000,44,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,1600.0,19200.0,0.768,Cost Burdened (≥30%)
436,5379,33800.0,26400.0,0.0,95000,193000,77,1,0,HS Diploma,12.0,Other,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
374,3559,6000.0,9768.0,0.0,0,0,49,1,0,Less than HS,5.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,100.0,1200.0,0.2,Not Burdened (<30%)
679,9008,18000.0,35000.0,0.0,-11000,-11000,39,1,0,HS Diploma,12.0,Other,Single/Unpartnered,White (Non-Hispanic),,Renter,450.0,5400.0,0.3,Cost Burdened (≥30%)
7457,2406,36000.0,116000.0,1.0,84500,188500,29,2,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
7750,7023,32133.0,51400.0,0.0,30000,30000,25,5,3,Less than HS,10.0,Other,Married/Partnered,White (Non-Hispanic),Midwest,Renter,675.0,8100.0,0.25207730370646997,Not Burdened (<30%)
7075,2625,15194.0,105000.0,1.0,-38800,-38800,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,240.0,2880.0,0.18954850598920628,Not Burdened (<30%)
7922,6527,35000.0,16749.0,0.0,30000,77000,31,2,0,Less than HS,11.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,486.0,5832.0,0.16662857142857143,Not Burdened (<30%)
1969,6407,7200.0,8680.0,0.0,0,0,34,1,0,Less than HS,9.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,400.0,4800.0,0.6666666666666666,Cost Burdened (≥30%)
561,5869,23632.0,18996.0,0.0,-4211,789,56,4,2,Less than HS,9.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,453.0,5436.0,0.2300270819228165,Not Burdened (<30%)
1864,4204,22300.0,67000.0,0.0,0,0,40,5,3,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,425.0,5100.0,0.22869955156950672,Not Burdened (<30%)
1285,3245,21599.0,30000.0,0.0,4000,4000,33,3,2,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,400.0,4800.0,0.22223251076438724,Not Burdened (<30%)
233,3005,23646.0,30223.0,0.0,10150,10150,50,2,0,Less than HS,10.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Renter,600.0,7200.0,0.304491245876681,Cost Burdened (≥30%)
409,8670,10728.0,14400.0,0.0,3000,3000,46,6,4,Less than HS,11.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Renter,200.0,2400.0,0.22371364653243847,Not Burdened (<30%)
1271,8675,23600.0,22000.0,0.0,251000,251000,22,3,1,Less than HS,11.0,Temp Laid Off,Married/Partnered,Other,West,Renter,400.0,4800.0,0.2033898305084746,Not Burdened (<30%)
6996,8307,3040.0,0.0,0.0,65000,65000,19,1,0,Less than HS,10.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
5768,3761,31428.0,50240.0,0.0,73000,93000,57,2,1,Some College / AA,13.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Owner,389.0,4668.0,0.14852997327224132,Not Burdened (<30%)
4739,5790,500.0,200.0,0.0,0,0,34,2,0,Less than HS,10.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,300.0,3600.0,2.0,Cost Burdened (≥30%)
5844,8853,8000.0,80000.0,1.0,1000,1000,20,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,430.0,5160.0,0.645,Cost Burdened (≥30%)
5470,3678,25250.0,80550.0,1.0,9880,9880,23,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,350.0,4200.0,0.16633663366336635,Not Burdened (<30%)
4954,1185,18100.0,14475.0,0.0,70000,70000,77,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Northeast,Renter,4080.0,48960.0,2.0,Cost Burdened (≥30%)
8878,357,29300.0,2600.0,0.0,-32400,-32400,25,1,0,Graduate Degree,16.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Neither,,,,Not Reported
2700,235,1220.0,30336.0,0.0,267200,1026700,58,1,0,Graduate Degree,17.0,Other,Married/Partnered,White (Non-Hispanic),Northeast,Owner,,,,Not Reported
1967,7020,24096.0,25632.0,0.0,24300,104300,75,2,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
7874,5125,26000.0,24360.0,0.0,-1800,6200,56,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,252.0,3024.0,0.1163076923076923,Not Burdened (<30%)
2148,586,33375.0,34664.0,0.0,77500,137500,63,1,0,Graduate Degree,16.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
3370,2099,34556.0,24432.0,0.0,-11966,20534,64,3,0,Graduate Degree,16.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
4894,3175,33144.0,31682.0,0.0,7345,52345,65,2,0,Graduate Degree,16.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
3688,6348,15200.0,33897.0,0.0,168000,220000,64,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Owner,700.0,8400.0,0.5526315789473685,Cost Burdened (≥30%)
245,5160,35903.0,46800.0,0.0,25000,25000,31,3,1,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,615.0,7380.0,0.20555385343843133,Not Burdened (<30%)
8391,7649,31050.0,48932.0,0.0,-10152,-10152,33,2,1,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,675.0,8100.0,0.2608695652173913,Not Burdened (<30%)
3960,7558,30048.0,92800.0,1.0,32200,33200,38,4,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Owner,536.0,6432.0,0.21405750798722045,Not Burdened (<30%)
3172,1547,26452.0,46925.0,0.0,11550,111550,71,4,2,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
6306,1214,24000.0,59050.0,0.0,31600,119100,31,2,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
334,8912,18050.0,33075.0,0.0,6025,6025,22,1,0,Some College / AA,13.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Renter,250.0,3000.0,0.16620498614958448,Not Burdened (<30%)
3262,2583,13300.0,52236.0,0.0,4000,4000,37,4,2,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Renter,995.0,11940.0,0.8977443609022556,Cost Burdened (≥30%)
7561,8315,18040.0,15000.0,0.0,1700,1700,23,1,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,500.0,6000.0,0.3325942350332594,Cost Burdened (≥30%)
8710,5932,23688.0,287622.0,1.0,4000,4000,26,4,2,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Renter,500.0,6000.0,0.25329280648429586,Not Burdened (<30%)
4975,36,1763.0,41760.0,0.0,10000,10000,42,1,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),South,Neither,,,,Not Reported
6876,2308,28076.0,67171.0,0.0,8200,93200,73,5,2,HS Diploma,12.0,Other,Married/Partnered,Black/African American,Northeast,Owner,,,,Not Reported
11,3349,32100.0,76883.0,1.0,288500,488500,72,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
2904,6635,29625.0,14760.0,0.0,-130,-130,39,4,2,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),West,Renter,300.0,3600.0,0.12151898734177215,Not Burdened (<30%)
4661,918,4264.0,53212.0,0.0,-26655,-26655,46,1,0,Some College / AA,13.0,Unemployed,Married/Partnered,White (Non-Hispanic),Northeast,Renter,685.0,8220.0,1.927767354596623,Cost Burdened (≥30%)
1215,4964,13700.0,7000.0,0.0,-22600,-22600,32,2,1,HS Diploma,12.0,Working,Married/Partnered,,Midwest,Renter,227.0,2724.0,0.19883211678832116,Not Burdened (<30%)
1387,2139,24600.0,53000.0,0.0,43200,43200,27,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,365.0,4380.0,0.17804878048780487,Not Burdened (<30%)
2081,5991,29785.0,338309.0,1.0,540,540,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,395.0,4740.0,0.15914050696659393,Not Burdened (<30%)
5353,2482,37000.0,26355.0,0.0,5500,5500,60,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Northeast,Renter,700.0,8400.0,0.22702702702702704,Not Burdened (<30%)
6169,3277,32000.0,57500.0,0.0,15500,15500,24,2,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,695.0,8340.0,0.260625,Not Burdened (<30%)
526,4760,27516.0,12480.0,0.0,9000,9000,51,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,500.0,6000.0,0.21805494984736154,Not Burdened (<30%)
128,7749,30641.0,34000.0,0.0,-875,55125,33,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Northeast,Owner,465.0,5580.0,0.18210893900329625,Not Burdened (<30%)
7642,3968,32500.0,61379.0,0.0,2500,2500,28,3,1,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Neither,,,,Not Reported
7950,8133,36100.0,87002.0,1.0,228314,228314,31,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,479.0,5748.0,0.15922437673130194,Not Burdened (<30%)
7267,8032,34000.0,83600.0,1.0,-19000,286000,30,6,4,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),,Owner,500.0,6000.0,0.17647058823529413,Not Burdened (<30%)
378,826,34940.0,21946.0,0.0,54000,418000,80,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
394,8298,22050.0,140000.0,1.0,3500,3500,26,2,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,600.0,7200.0,0.32653061224489793,Cost Burdened (≥30%)
591,3950,33888.0,0.0,0.0,5000,211999,61,4,1,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Other,Midwest,Owner,1.0,12.0,0.0003541076487252125,Not Burdened (<30%)
228,1088,29549.0,42170.0,0.0,155500,177500,59,2,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,249.0,2988.0,0.10112017327151511,Not Burdened (<30%)
473,100,15000.0,33384.0,0.0,-4300,-4300,24,1,0,Some College / AA,13.0,Other,Married/Partnered,White (Non-Hispanic),South,Renter,540.0,6480.0,0.432,Cost Burdened (≥30%)
408,1562,25522.0,20084.0,0.0,858000,798000,57,3,1,Some College / AA,14.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Owner,1500.0,18000.0,0.7052738813572604,Cost Burdened (≥30%)
720,5196,17205.0,3603.0,0.0,3800,3800,38,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,150.0,1800.0,0.1046207497820401,Not Burdened (<30%)
115,1673,20000.0,260000.0,1.0,-69500,-69500,26,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
1797,513,34866.0,102000.0,1.0,1000,11000,29,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Owner,400.0,4800.0,0.13766993632765445,Not Burdened (<30%)
6379,4488,15020.0,220300.0,1.0,3000,3000,20,3,1,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),South,Neither,,,,Not Reported
4762,7106,18800.0,2000.0,0.0,-52000,-52000,30,1,0,Graduate Degree,16.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,825.0,9900.0,0.526595744680851,Cost Burdened (≥30%)
4469,4148,7707.0,32075.0,0.0,3854,3854,20,1,0,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,550.0,6600.0,0.8563643441027637,Cost Burdened (≥30%)
411,8385,6875.0,23224.0,0.0,2000,152000,31,3,0,HS Diploma,12.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
1364,6936,32000.0,45000.0,0.0,-6500,-6500,31,4,3,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Renter,600.0,7200.0,0.225,Not Burdened (<30%)
2594,4295,16000.0,22006.0,0.0,13400,22400,27,4,2,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Owner,492.0,5904.0,0.369,Cost Burdened (≥30%)
2428,6307,20181.0,29388.0,0.0,5010,10010,47,2,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
6357,1322,20162.0,22740.0,0.0,1500,1500,70,1,0,Some College / AA,14.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),,Renter,350.0,4200.0,0.20831266739410773,Not Burdened (<30%)
